0 0.04169
20 0.08787
40 0.10784
60 0.1282
80 0.11399
100 0.15238
120 0.15691
140 0.13656
160 0.15498
180 0.15213
200 0.15066
220 0.18169
240 0.15164
260 0.16427
280 0.1379
300 0.15825
320 0.14186
340 0.18115
360 0.16127
380 0.16483
400 0.14442
420 0.16272
440 0.19969
460 0.19386
480 0.18145
500 0.16364
520 0.21004
540 0.1984
560 0.21154
580 0.21723
